;o;d;t;n
777;15.0;40.0;0.0;0.0
778;15.0;45.0;1.0;1.0
779;15.0;46.0;1.0;1.0
780;15.0;47.0;1.0;1.0
781;15.0;48.0;1.0;1.0
782;15.0;49.0;1.0;1.0
783;15.0;50.0;1.0;1.0
784;15.0;58.0;1.0;1.0
785;15.0;59.0;1.0;1.0
786;15.0;60.0;1.0;1.0
787;15.0;61.0;1.0;1.0
788;15.0;62.0;1.0;1.0
789;15.0;63.0;1.0;1.0
790;15.0;65.0;1.0;1.0
791;15.0;71.0;1.0;1.0
792;15.0;74.0;1.0;1.0
793;15.0;76.0;1.0;1.0
794;15.0;78.0;1.0;1.0
795;15.0;85.0;1.0;2.0
796;15.0;87.0;1.0;2.0
797;15.0;88.0;1.0;2.0
798;15.0;89.0;1.0;2.0
799;15.0;90.0;1.0;2.0
800;15.0;92.0;1.0;2.0
801;15.0;93.0;1.0;2.0
802;15.0;97.0;1.0;2.0
803;15.0;99.0;1.0;2.0
804;15.0;101.0;1.0;2.0
805;15.0;103.0;1.0;2.0
806;15.0;105.0;1.0;2.0
807;15.0;106.0;1.0;2.0
808;15.0;109.0;1.0;2.0
809;15.0;116.0;1.0;2.0
810;15.0;117.0;1.0;2.0
811;15.0;118.0;1.0;2.0
812;15.0;119.0;1.0;2.0
813;15.0;129.0;1.0;3.0
814;15.0;130.0;1.0;3.0
815;15.0;131.0;1.0;3.0
816;15.0;132.0;1.0;3.0
817;15.0;133.0;1.0;3.0
818;15.0;135.0;1.0;3.0
819;15.0;140.0;1.0;3.0
820;15.0;141.0;1.0;3.0
821;15.0;143.0;1.0;3.0
822;15.0;147.0;1.0;3.0
823;15.0;149.0;1.0;3.0
824;15.0;151.0;1.0;3.0
825;15.0;153.0;1.0;3.0
826;15.0;155.0;1.0;3.0
827;15.0;158.0;1.0;3.0
828;15.0;161.0;1.0;3.0
829;15.0;163.0;1.0;3.0
830;15.0;164.0;1.0;3.0
831;15.0;165.0;1.0;3.0
832;15.0;171.0;1.0;4.0
833;15.0;172.0;1.0;4.0
834;15.0;173.0;1.0;4.0
835;15.0;174.0;1.0;4.0
836;15.0;175.0;1.0;4.0
837;15.0;176.0;1.0;4.0
838;15.0;183.0;1.0;4.0
839;15.0;184.0;1.0;4.0
840;15.0;186.0;1.0;4.0
841;15.0;187.0;1.0;4.0
842;15.0;189.0;1.0;4.0
843;15.0;190.0;1.0;4.0
844;15.0;192.0;1.0;4.0
845;15.0;194.0;1.0;4.0
846;15.0;197.0;1.0;4.0
847;15.0;202.0;1.0;4.0
848;15.0;203.0;1.0;4.0
849;15.0;204.0;1.0;4.0
850;15.0;205.0;1.0;4.0
851;15.0;206.0;1.0;4.0
852;15.0;211.0;1.0;5.0
853;15.0;212.0;1.0;5.0
854;15.0;214.0;1.0;5.0
855;15.0;215.0;1.0;5.0
856;15.0;216.0;1.0;5.0
857;15.0;217.0;1.0;5.0
858;15.0;219.0;1.0;5.0
859;15.0;224.0;1.0;5.0
860;15.0;225.0;1.0;5.0
861;15.0;228.0;1.0;5.0
862;15.0;229.0;1.0;5.0
863;15.0;231.0;1.0;5.0
864;15.0;232.0;1.0;5.0
865;15.0;234.0;1.0;5.0
866;15.0;236.0;1.0;5.0
867;15.0;240.0;1.0;5.0
868;15.0;246.0;1.0;5.0
869;15.0;250.0;1.0;6.0
870;15.0;251.0;1.0;6.0
871;15.0;252.0;1.0;6.0
872;15.0;253.0;1.0;6.0
873;15.0;254.0;1.0;6.0
874;15.0;255.0;1.0;6.0
875;15.0;264.0;1.0;6.0
876;15.0;266.0;1.0;6.0
877;15.0;267.0;1.0;6.0
878;15.0;268.0;1.0;6.0
879;15.0;270.0;1.0;6.0
880;15.0;271.0;1.0;6.0
881;15.0;277.0;1.0;6.0
882;15.0;278.0;1.0;6.0
883;15.0;281.0;1.0;6.0
884;15.0;283.0;1.0;6.0
885;15.0;284.0;1.0;6.0
886;15.0;286.0;1.0;6.0
887;16.0;24.0;0.0;0.0
888;16.0;25.0;0.0;0.0
889;16.0;27.0;0.0;0.0
890;16.0;29.0;0.0;0.0
891;16.0;31.0;0.0;0.0
892;16.0;33.0;0.0;0.0
893;16.0;37.0;0.0;0.0
894;16.0;39.0;0.0;0.0
895;16.0;40.0;0.0;0.0
896;16.0;45.0;1.0;1.0
897;16.0;46.0;1.0;1.0
898;16.0;47.0;1.0;1.0
899;16.0;48.0;1.0;1.0
900;16.0;49.0;1.0;1.0
901;16.0;50.0;1.0;1.0
902;16.0;58.0;1.0;1.0
903;16.0;59.0;1.0;1.0
904;16.0;60.0;1.0;1.0
905;16.0;61.0;1.0;1.0
906;16.0;62.0;1.0;1.0
907;16.0;63.0;1.0;1.0
908;16.0;65.0;1.0;1.0
909;16.0;71.0;1.0;1.0
910;16.0;74.0;1.0;1.0
911;16.0;76.0;1.0;1.0
912;16.0;78.0;1.0;1.0
913;16.0;85.0;1.0;2.0
914;16.0;87.0;1.0;2.0
915;16.0;88.0;1.0;2.0
916;16.0;89.0;1.0;2.0
917;16.0;90.0;1.0;2.0
918;16.0;92.0;1.0;2.0
919;16.0;93.0;1.0;2.0
920;16.0;97.0;1.0;2.0
921;16.0;99.0;1.0;2.0
922;16.0;101.0;1.0;2.0
923;16.0;103.0;1.0;2.0
924;16.0;105.0;1.0;2.0
925;16.0;106.0;1.0;2.0
926;16.0;109.0;1.0;2.0
927;16.0;116.0;1.0;2.0
928;16.0;117.0;1.0;2.0
929;16.0;118.0;1.0;2.0
930;16.0;119.0;1.0;2.0
931;16.0;129.0;1.0;3.0
932;16.0;130.0;1.0;3.0
933;16.0;131.0;1.0;3.0
934;16.0;132.0;1.0;3.0
935;16.0;133.0;1.0;3.0
936;16.0;135.0;1.0;3.0
937;16.0;140.0;1.0;3.0
938;16.0;141.0;1.0;3.0
939;16.0;143.0;1.0;3.0
940;16.0;147.0;1.0;3.0
941;16.0;149.0;1.0;3.0
942;16.0;151.0;1.0;3.0
943;16.0;153.0;1.0;3.0
944;16.0;155.0;1.0;3.0
945;16.0;158.0;1.0;3.0
946;16.0;161.0;1.0;3.0
947;16.0;163.0;1.0;3.0
948;16.0;164.0;1.0;3.0
949;16.0;165.0;1.0;3.0
950;16.0;171.0;1.0;4.0
951;16.0;172.0;1.0;4.0
952;16.0;173.0;1.0;4.0
953;16.0;174.0;1.0;4.0
954;16.0;175.0;1.0;4.0
955;16.0;176.0;1.0;4.0
956;16.0;183.0;1.0;4.0
957;16.0;184.0;1.0;4.0
958;16.0;186.0;1.0;4.0
959;16.0;187.0;1.0;4.0
960;16.0;189.0;1.0;4.0
961;16.0;190.0;1.0;4.0
962;16.0;192.0;1.0;4.0
963;16.0;194.0;1.0;4.0
964;16.0;197.0;1.0;4.0
965;16.0;202.0;1.0;4.0
966;16.0;203.0;1.0;4.0
967;16.0;204.0;1.0;4.0
968;16.0;205.0;1.0;4.0
969;16.0;206.0;1.0;4.0
970;16.0;211.0;1.0;5.0
971;16.0;212.0;1.0;5.0
972;16.0;214.0;1.0;5.0
973;16.0;215.0;1.0;5.0
974;16.0;216.0;1.0;5.0
975;16.0;217.0;1.0;5.0
976;16.0;219.0;1.0;5.0
977;16.0;224.0;1.0;5.0
978;16.0;225.0;1.0;5.0
979;16.0;228.0;1.0;5.0
980;16.0;229.0;1.0;5.0
981;16.0;231.0;1.0;5.0
982;16.0;232.0;1.0;5.0
983;16.0;234.0;1.0;5.0
984;16.0;236.0;1.0;5.0
985;16.0;240.0;1.0;5.0
986;16.0;246.0;1.0;5.0
987;16.0;250.0;1.0;6.0
988;16.0;251.0;1.0;6.0
989;16.0;252.0;1.0;6.0
990;16.0;253.0;1.0;6.0
991;16.0;254.0;1.0;6.0
992;16.0;255.0;1.0;6.0
993;16.0;264.0;1.0;6.0
994;16.0;266.0;1.0;6.0
995;16.0;267.0;1.0;6.0
996;16.0;268.0;1.0;6.0
997;16.0;270.0;1.0;6.0
998;16.0;271.0;1.0;6.0
999;16.0;277.0;1.0;6.0
1000;16.0;278.0;1.0;6.0
1001;16.0;281.0;1.0;6.0
1002;16.0;283.0;1.0;6.0
1003;16.0;284.0;1.0;6.0
1004;16.0;286.0;1.0;6.0
1005;17.0;23.0;0.0;0.0
1006;17.0;38.0;0.0;0.0
1007;17.0;162.0;0.0;3.0
1008;17.0;285.0;0.0;6.0
1009;18.0;28.0;0.0;0.0
1010;19.0;27.0;0.0;0.0
1011;19.0;29.0;0.0;0.0
1012;19.0;31.0;0.0;0.0
1013;19.0;33.0;0.0;0.0
1014;19.0;37.0;0.0;0.0
1015;19.0;39.0;0.0;0.0
1016;19.0;40.0;0.0;0.0
1017;19.0;45.0;1.0;1.0
1018;19.0;46.0;1.0;1.0
1019;19.0;47.0;1.0;1.0
1020;19.0;48.0;1.0;1.0
1021;19.0;49.0;1.0;1.0
1022;19.0;50.0;1.0;1.0
1023;19.0;58.0;1.0;1.0
1024;19.0;59.0;1.0;1.0
1025;19.0;60.0;1.0;1.0
1026;19.0;61.0;1.0;1.0
1027;19.0;62.0;1.0;1.0
1028;19.0;63.0;1.0;1.0
1029;19.0;65.0;1.0;1.0
1030;19.0;71.0;1.0;1.0
1031;19.0;74.0;1.0;1.0
1032;19.0;76.0;1.0;1.0
1033;19.0;78.0;1.0;1.0
1034;19.0;85.0;1.0;2.0
1035;19.0;87.0;1.0;2.0
1036;19.0;88.0;1.0;2.0
1037;19.0;89.0;1.0;2.0
1038;19.0;90.0;1.0;2.0
1039;19.0;92.0;1.0;2.0
1040;19.0;93.0;1.0;2.0
1041;19.0;97.0;1.0;2.0
1042;19.0;99.0;1.0;2.0
1043;19.0;101.0;1.0;2.0
1044;19.0;103.0;1.0;2.0
1045;19.0;105.0;1.0;2.0
1046;19.0;106.0;1.0;2.0
1047;19.0;109.0;1.0;2.0
1048;19.0;116.0;1.0;2.0
1049;19.0;117.0;1.0;2.0
1050;19.0;118.0;1.0;2.0
1051;19.0;119.0;1.0;2.0
1052;19.0;129.0;1.0;3.0
1053;19.0;130.0;1.0;3.0
1054;19.0;131.0;1.0;3.0
1055;19.0;132.0;1.0;3.0
1056;19.0;133.0;1.0;3.0
1057;19.0;135.0;1.0;3.0
1058;19.0;140.0;1.0;3.0
1059;19.0;141.0;1.0;3.0
1060;19.0;143.0;1.0;3.0
1061;19.0;147.0;1.0;3.0
1062;19.0;149.0;1.0;3.0
1063;19.0;151.0;1.0;3.0
1064;19.0;153.0;1.0;3.0
1065;19.0;155.0;1.0;3.0
1066;19.0;158.0;1.0;3.0
1067;19.0;161.0;1.0;3.0
1068;19.0;163.0;1.0;3.0
1069;19.0;164.0;1.0;3.0
1070;19.0;165.0;1.0;3.0
1071;19.0;171.0;1.0;4.0
1072;19.0;172.0;1.0;4.0
1073;19.0;173.0;1.0;4.0
1074;19.0;174.0;1.0;4.0
1075;19.0;175.0;1.0;4.0
1076;19.0;176.0;1.0;4.0
1077;19.0;183.0;1.0;4.0
1078;19.0;184.0;1.0;4.0
1079;19.0;186.0;1.0;4.0
1080;19.0;187.0;1.0;4.0
1081;19.0;189.0;1.0;4.0
1082;19.0;190.0;1.0;4.0
1083;19.0;192.0;1.0;4.0
1084;19.0;194.0;1.0;4.0
1085;19.0;197.0;1.0;4.0
1086;19.0;202.0;1.0;4.0
1087;19.0;203.0;1.0;4.0
1088;19.0;204.0;1.0;4.0
1089;19.0;205.0;1.0;4.0
1090;19.0;206.0;1.0;4.0
1091;19.0;211.0;1.0;5.0
1092;19.0;212.0;1.0;5.0
1093;19.0;214.0;1.0;5.0
1094;19.0;215.0;1.0;5.0
1095;19.0;216.0;1.0;5.0
1096;19.0;217.0;1.0;5.0
1097;19.0;219.0;1.0;5.0
1098;19.0;224.0;1.0;5.0
1099;19.0;225.0;1.0;5.0
1100;19.0;228.0;1.0;5.0
1101;19.0;229.0;1.0;5.0
1102;19.0;231.0;1.0;5.0
1103;19.0;232.0;1.0;5.0
1104;19.0;234.0;1.0;5.0
1105;19.0;236.0;1.0;5.0
1106;19.0;240.0;1.0;5.0
1107;19.0;246.0;1.0;5.0
1108;19.0;250.0;1.0;6.0
1109;19.0;251.0;1.0;6.0
1110;19.0;252.0;1.0;6.0
1111;19.0;253.0;1.0;6.0
1112;19.0;254.0;1.0;6.0
1113;19.0;255.0;1.0;6.0
1114;19.0;264.0;1.0;6.0
1115;19.0;266.0;1.0;6.0
1116;19.0;267.0;1.0;6.0
1117;19.0;268.0;1.0;6.0
1118;19.0;270.0;1.0;6.0
1119;19.0;271.0;1.0;6.0
1120;19.0;277.0;1.0;6.0
1121;19.0;278.0;1.0;6.0
1122;19.0;281.0;1.0;6.0
1123;19.0;283.0;1.0;6.0
1124;19.0;284.0;1.0;6.0
1125;19.0;286.0;1.0;6.0
1126;20.0;26.0;0.0;0.0
1127;21.0;24.0;0.0;0.0
1128;21.0;25.0;0.0;0.0
1129;21.0;27.0;0.0;0.0
1130;21.0;29.0;0.0;0.0
1131;21.0;31.0;0.0;0.0
1132;21.0;33.0;0.0;0.0
1133;21.0;37.0;0.0;0.0
1134;21.0;39.0;0.0;0.0
1135;21.0;40.0;0.0;0.0
1136;21.0;45.0;1.0;1.0
1137;21.0;46.0;1.0;1.0
1138;21.0;47.0;1.0;1.0
1139;21.0;48.0;1.0;1.0
1140;21.0;49.0;1.0;1.0
1141;21.0;50.0;1.0;1.0
1142;21.0;58.0;1.0;1.0
1143;21.0;59.0;1.0;1.0
1144;21.0;60.0;1.0;1.0
1145;21.0;61.0;1.0;1.0
1146;21.0;62.0;1.0;1.0
1147;21.0;63.0;1.0;1.0
1148;21.0;65.0;1.0;1.0
1149;21.0;71.0;1.0;1.0
1150;21.0;74.0;1.0;1.0
1151;21.0;76.0;1.0;1.0
1152;21.0;78.0;1.0;1.0
1153;21.0;85.0;1.0;2.0
1154;21.0;87.0;1.0;2.0
1155;21.0;88.0;1.0;2.0
1156;21.0;89.0;1.0;2.0
1157;21.0;90.0;1.0;2.0
1158;21.0;92.0;1.0;2.0
1159;21.0;93.0;1.0;2.0
1160;21.0;97.0;1.0;2.0
1161;21.0;99.0;1.0;2.0
1162;21.0;101.0;1.0;2.0
1163;21.0;103.0;1.0;2.0
1164;21.0;105.0;1.0;2.0
1165;21.0;106.0;1.0;2.0
1166;21.0;109.0;1.0;2.0
1167;21.0;116.0;1.0;2.0
1168;21.0;117.0;1.0;2.0
1169;21.0;118.0;1.0;2.0
1170;21.0;119.0;1.0;2.0
1171;21.0;129.0;1.0;3.0
1172;21.0;130.0;1.0;3.0
1173;21.0;131.0;1.0;3.0
1174;21.0;132.0;1.0;3.0
1175;21.0;133.0;1.0;3.0
1176;21.0;135.0;1.0;3.0
1177;21.0;140.0;1.0;3.0
1178;21.0;141.0;1.0;3.0
1179;21.0;143.0;1.0;3.0
1180;21.0;147.0;1.0;3.0
1181;21.0;149.0;1.0;3.0
1182;21.0;151.0;1.0;3.0
1183;21.0;153.0;1.0;3.0
1184;21.0;155.0;1.0;3.0
1185;21.0;158.0;1.0;3.0
1186;21.0;161.0;1.0;3.0
1187;21.0;163.0;1.0;3.0
1188;21.0;164.0;1.0;3.0
1189;21.0;165.0;1.0;3.0
1190;21.0;171.0;1.0;4.0
1191;21.0;172.0;1.0;4.0
1192;21.0;173.0;1.0;4.0
1193;21.0;174.0;1.0;4.0
1194;21.0;175.0;1.0;4.0
1195;21.0;176.0;1.0;4.0
1196;21.0;183.0;1.0;4.0
1197;21.0;184.0;1.0;4.0
1198;21.0;186.0;1.0;4.0
1199;21.0;187.0;1.0;4.0
1200;21.0;189.0;1.0;4.0
1201;21.0;190.0;1.0;4.0
1202;21.0;192.0;1.0;4.0
1203;21.0;194.0;1.0;4.0
1204;21.0;197.0;1.0;4.0
1205;21.0;202.0;1.0;4.0
1206;21.0;203.0;1.0;4.0
1207;21.0;204.0;1.0;4.0
1208;21.0;205.0;1.0;4.0
1209;21.0;206.0;1.0;4.0
1210;21.0;211.0;1.0;5.0
1211;21.0;212.0;1.0;5.0
1212;21.0;214.0;1.0;5.0
1213;21.0;215.0;1.0;5.0
1214;21.0;216.0;1.0;5.0
1215;21.0;217.0;1.0;5.0
1216;21.0;219.0;1.0;5.0
1217;21.0;224.0;1.0;5.0
1218;21.0;225.0;1.0;5.0
1219;21.0;228.0;1.0;5.0
1220;21.0;229.0;1.0;5.0
1221;21.0;231.0;1.0;5.0
1222;21.0;232.0;1.0;5.0
1223;21.0;234.0;1.0;5.0
1224;21.0;236.0;1.0;5.0
1225;21.0;240.0;1.0;5.0
1226;21.0;246.0;1.0;5.0
1227;21.0;250.0;1.0;6.0
1228;21.0;251.0;1.0;6.0
1229;21.0;252.0;1.0;6.0
1230;21.0;253.0;1.0;6.0
1231;21.0;254.0;1.0;6.0
1232;21.0;255.0;1.0;6.0
1233;21.0;264.0;1.0;6.0
1234;21.0;266.0;1.0;6.0
1235;21.0;267.0;1.0;6.0
1236;21.0;268.0;1.0;6.0
1237;21.0;270.0;1.0;6.0
1238;21.0;271.0;1.0;6.0
1239;21.0;277.0;1.0;6.0
1240;21.0;278.0;1.0;6.0
1241;21.0;281.0;1.0;6.0
1242;21.0;283.0;1.0;6.0
1243;21.0;284.0;1.0;6.0
1244;21.0;286.0;1.0;6.0
1245;22.0;33.0;0.0;0.0
1246;22.0;37.0;0.0;0.0
1247;22.0;39.0;0.0;0.0
1248;22.0;40.0;0.0;0.0
1249;22.0;45.0;1.0;1.0
1250;22.0;46.0;1.0;1.0
1251;22.0;47.0;1.0;1.0
1252;22.0;48.0;1.0;1.0
1253;22.0;49.0;1.0;1.0
1254;22.0;50.0;1.0;1.0
1255;22.0;58.0;1.0;1.0
1256;22.0;59.0;1.0;1.0
1257;22.0;60.0;1.0;1.0
1258;22.0;61.0;1.0;1.0
1259;22.0;62.0;1.0;1.0
1260;22.0;63.0;1.0;1.0
1261;22.0;65.0;1.0;1.0
1262;22.0;71.0;1.0;1.0
1263;22.0;74.0;1.0;1.0
1264;22.0;76.0;1.0;1.0
1265;22.0;78.0;1.0;1.0
1266;22.0;85.0;1.0;2.0
1267;22.0;87.0;1.0;2.0
1268;22.0;88.0;1.0;2.0
1269;22.0;89.0;1.0;2.0
1270;22.0;90.0;1.0;2.0
1271;22.0;92.0;1.0;2.0
1272;22.0;93.0;1.0;2.0
1273;22.0;97.0;1.0;2.0
1274;22.0;99.0;1.0;2.0
1275;22.0;101.0;1.0;2.0
1276;22.0;103.0;1.0;2.0
1277;22.0;105.0;1.0;2.0
1278;22.0;106.0;1.0;2.0
1279;22.0;109.0;1.0;2.0
1280;22.0;116.0;1.0;2.0
1281;22.0;117.0;1.0;2.0
1282;22.0;118.0;1.0;2.0
1283;22.0;119.0;1.0;2.0
1284;22.0;129.0;1.0;3.0
1285;22.0;130.0;1.0;3.0
1286;22.0;131.0;1.0;3.0
1287;22.0;132.0;1.0;3.0
1288;22.0;133.0;1.0;3.0
1289;22.0;135.0;1.0;3.0
1290;22.0;140.0;1.0;3.0
1291;22.0;141.0;1.0;3.0
1292;22.0;143.0;1.0;3.0
1293;22.0;147.0;1.0;3.0
1294;22.0;149.0;1.0;3.0
1295;22.0;151.0;1.0;3.0
1296;22.0;153.0;1.0;3.0
1297;22.0;155.0;1.0;3.0
1298;22.0;158.0;1.0;3.0
1299;22.0;161.0;1.0;3.0
1300;22.0;163.0;1.0;3.0
1301;22.0;164.0;1.0;3.0
1302;22.0;165.0;1.0;3.0
1303;22.0;171.0;1.0;4.0
1304;22.0;172.0;1.0;4.0
1305;22.0;173.0;1.0;4.0
1306;22.0;174.0;1.0;4.0
1307;22.0;175.0;1.0;4.0
1308;22.0;176.0;1.0;4.0
1309;22.0;183.0;1.0;4.0
1310;22.0;184.0;1.0;4.0
1311;22.0;186.0;1.0;4.0
1312;22.0;187.0;1.0;4.0
1313;22.0;189.0;1.0;4.0
1314;22.0;190.0;1.0;4.0
1315;22.0;192.0;1.0;4.0
1316;22.0;194.0;1.0;4.0
1317;22.0;197.0;1.0;4.0
1318;22.0;202.0;1.0;4.0
1319;22.0;203.0;1.0;4.0
1320;22.0;204.0;1.0;4.0
1321;22.0;205.0;1.0;4.0
1322;22.0;206.0;1.0;4.0
1323;22.0;211.0;1.0;5.0
1324;22.0;212.0;1.0;5.0
1325;22.0;214.0;1.0;5.0
1326;22.0;215.0;1.0;5.0
1327;22.0;216.0;1.0;5.0
1328;22.0;217.0;1.0;5.0
1329;22.0;219.0;1.0;5.0
1330;22.0;224.0;1.0;5.0
1331;22.0;225.0;1.0;5.0
1332;22.0;228.0;1.0;5.0
1333;22.0;229.0;1.0;5.0
1334;22.0;231.0;1.0;5.0
1335;22.0;232.0;1.0;5.0
1336;22.0;234.0;1.0;5.0
1337;22.0;236.0;1.0;5.0
1338;22.0;240.0;1.0;5.0
1339;22.0;246.0;1.0;5.0
1340;22.0;250.0;1.0;6.0
1341;22.0;251.0;1.0;6.0
1342;22.0;252.0;1.0;6.0
1343;22.0;253.0;1.0;6.0
1344;22.0;254.0;1.0;6.0
1345;22.0;255.0;1.0;6.0
1346;22.0;264.0;1.0;6.0
1347;22.0;266.0;1.0;6.0
1348;22.0;267.0;1.0;6.0
1349;22.0;268.0;1.0;6.0
1350;22.0;270.0;1.0;6.0
1351;22.0;271.0;1.0;6.0
1352;22.0;277.0;1.0;6.0
1353;22.0;278.0;1.0;6.0
1354;22.0;281.0;1.0;6.0
1355;22.0;283.0;1.0;6.0
1356;22.0;284.0;1.0;6.0
1357;22.0;286.0;1.0;6.0
1358;23.0;29.0;0.0;0.0
1359;23.0;31.0;0.0;0.0
1360;23.0;33.0;0.0;0.0
1361;23.0;37.0;0.0;0.0
1362;23.0;39.0;0.0;0.0
1363;23.0;40.0;0.0;0.0
1364;23.0;45.0;1.0;1.0
1365;23.0;46.0;1.0;1.0
1366;23.0;47.0;1.0;1.0
1367;23.0;48.0;1.0;1.0
1368;23.0;49.0;1.0;1.0
1369;23.0;50.0;1.0;1.0
1370;23.0;58.0;1.0;1.0
1371;23.0;59.0;1.0;1.0
1372;23.0;60.0;1.0;1.0
1373;23.0;61.0;1.0;1.0
1374;23.0;62.0;1.0;1.0
1375;23.0;63.0;1.0;1.0
1376;23.0;65.0;1.0;1.0
1377;23.0;71.0;1.0;1.0
1378;23.0;74.0;1.0;1.0
1379;23.0;76.0;1.0;1.0
1380;23.0;78.0;1.0;1.0
1381;23.0;85.0;1.0;2.0
1382;23.0;87.0;1.0;2.0
1383;23.0;88.0;1.0;2.0
1384;23.0;89.0;1.0;2.0
1385;23.0;90.0;1.0;2.0
1386;23.0;92.0;1.0;2.0
1387;23.0;93.0;1.0;2.0
1388;23.0;97.0;1.0;2.0
1389;23.0;99.0;1.0;2.0
1390;23.0;101.0;1.0;2.0
1391;23.0;103.0;1.0;2.0
1392;23.0;105.0;1.0;2.0
1393;23.0;106.0;1.0;2.0
1394;23.0;109.0;1.0;2.0
1395;23.0;116.0;1.0;2.0
1396;23.0;117.0;1.0;2.0
1397;23.0;118.0;1.0;2.0
1398;23.0;119.0;1.0;2.0
1399;23.0;129.0;1.0;3.0
1400;23.0;130.0;1.0;3.0
1401;23.0;131.0;1.0;3.0
1402;23.0;132.0;1.0;3.0
1403;23.0;133.0;1.0;3.0
1404;23.0;135.0;1.0;3.0
1405;23.0;140.0;1.0;3.0
1406;23.0;141.0;1.0;3.0
1407;23.0;143.0;1.0;3.0
1408;23.0;147.0;1.0;3.0
1409;23.0;149.0;1.0;3.0
1410;23.0;151.0;1.0;3.0
1411;23.0;153.0;1.0;3.0
1412;23.0;155.0;1.0;3.0
1413;23.0;158.0;1.0;3.0
1414;23.0;161.0;1.0;3.0
1415;23.0;163.0;1.0;3.0
1416;23.0;164.0;1.0;3.0
1417;23.0;165.0;1.0;3.0
1418;23.0;171.0;1.0;4.0
1419;23.0;172.0;1.0;4.0
1420;23.0;173.0;1.0;4.0
1421;23.0;174.0;1.0;4.0
1422;23.0;175.0;1.0;4.0
1423;23.0;176.0;1.0;4.0
1424;23.0;183.0;1.0;4.0
1425;23.0;184.0;1.0;4.0
1426;23.0;186.0;1.0;4.0
1427;23.0;187.0;1.0;4.0
1428;23.0;189.0;1.0;4.0
1429;23.0;190.0;1.0;4.0
1430;23.0;192.0;1.0;4.0
1431;23.0;194.0;1.0;4.0
1432;23.0;197.0;1.0;4.0
1433;23.0;202.0;1.0;4.0
1434;23.0;203.0;1.0;4.0
1435;23.0;204.0;1.0;4.0
1436;23.0;205.0;1.0;4.0
1437;23.0;206.0;1.0;4.0
1438;23.0;211.0;1.0;5.0
1439;23.0;212.0;1.0;5.0
1440;23.0;214.0;1.0;5.0
1441;23.0;215.0;1.0;5.0
1442;23.0;216.0;1.0;5.0
1443;23.0;217.0;1.0;5.0
1444;23.0;219.0;1.0;5.0
1445;23.0;224.0;1.0;5.0
1446;23.0;225.0;1.0;5.0
1447;23.0;228.0;1.0;5.0
1448;23.0;229.0;1.0;5.0
1449;23.0;231.0;1.0;5.0
1450;23.0;232.0;1.0;5.0
1451;23.0;234.0;1.0;5.0
1452;23.0;236.0;1.0;5.0
1453;23.0;240.0;1.0;5.0
1454;23.0;246.0;1.0;5.0
1455;23.0;250.0;1.0;6.0
1456;23.0;251.0;1.0;6.0
1457;23.0;252.0;1.0;6.0
1458;23.0;253.0;1.0;6.0
1459;23.0;254.0;1.0;6.0
1460;23.0;255.0;1.0;6.0
1461;23.0;264.0;1.0;6.0
1462;23.0;266.0;1.0;6.0
1463;23.0;267.0;1.0;6.0
1464;23.0;268.0;1.0;6.0
1465;23.0;270.0;1.0;6.0
1466;23.0;271.0;1.0;6.0
1467;23.0;277.0;1.0;6.0
1468;23.0;278.0;1.0;6.0
1469;23.0;281.0;1.0;6.0
1470;23.0;283.0;1.0;6.0
1471;23.0;284.0;1.0;6.0
1472;23.0;286.0;1.0;6.0
1473;24.0;30.0;0.0;0.0
1474;25.0;34.0;0.0;0.0
1475;25.0;199.0;0.0;4.0
1476;26.0;31.0;0.0;0.0
1477;26.0;33.0;0.0;0.0
1478;26.0;37.0;0.0;0.0
1479;26.0;39.0;0.0;0.0
1480;26.0;40.0;0.0;0.0
1481;26.0;45.0;1.0;1.0
1482;26.0;46.0;1.0;1.0
1483;26.0;47.0;1.0;1.0
1484;26.0;48.0;1.0;1.0
1485;26.0;49.0;1.0;1.0
1486;26.0;50.0;1.0;1.0
1487;26.0;58.0;1.0;1.0
1488;26.0;59.0;1.0;1.0
1489;26.0;60.0;1.0;1.0
1490;26.0;61.0;1.0;1.0
1491;26.0;62.0;1.0;1.0
1492;26.0;63.0;1.0;1.0
1493;26.0;65.0;1.0;1.0
1494;26.0;71.0;1.0;1.0
1495;26.0;74.0;1.0;1.0
1496;26.0;76.0;1.0;1.0
1497;26.0;78.0;1.0;1.0
1498;26.0;85.0;1.0;2.0
1499;26.0;87.0;1.0;2.0
1500;26.0;88.0;1.0;2.0
1501;26.0;89.0;1.0;2.0
1502;26.0;90.0;1.0;2.0
1503;26.0;92.0;1.0;2.0
1504;26.0;93.0;1.0;2.0
1505;26.0;97.0;1.0;2.0
1506;26.0;99.0;1.0;2.0
1507;26.0;101.0;1.0;2.0
1508;26.0;103.0;1.0;2.0
1509;26.0;105.0;1.0;2.0
1510;26.0;106.0;1.0;2.0
1511;26.0;109.0;1.0;2.0
1512;26.0;116.0;1.0;2.0
1513;26.0;117.0;1.0;2.0
1514;26.0;118.0;1.0;2.0
1515;26.0;119.0;1.0;2.0
1516;26.0;129.0;1.0;3.0
1517;26.0;130.0;1.0;3.0
1518;26.0;131.0;1.0;3.0
1519;26.0;132.0;1.0;3.0
1520;26.0;133.0;1.0;3.0
1521;26.0;135.0;1.0;3.0
1522;26.0;140.0;1.0;3.0
1523;26.0;141.0;1.0;3.0
1524;26.0;143.0;1.0;3.0
